Ampara_2010_01	25.21,238
Jaffna_2017_05	29.69,101
Jaffna_2017_06	29.15,111
Jaffna_2017_07	29.36,101
Jaffna_2017_08	28.57,241
Jaffna_2017_09	27.92,210
Jaffna_2017_10	27.66,303
Jaffna_2017_11	26.31,358
Jaffna_2017_12	25.73,181
Jaffna_2018_01	24.85,44
Jaffna_2018_02	25.71,52
Jaffna_2018_03	27.63,90
Jaffna_2018_04	29.12,168
Jaffna_2018_05	28.89,247
Jaffna_2018_06	28.52,86
Jaffna_2018_07	28.63,66
Jaffna_2018_08	28.04,66
Jaffna_2018_09	27.94,118
Jaffna_2018_10	27.02,415
Jaffna_2018_11	26.17,369
Jaffna_2018_12	25.81,208
Jaffna_2019_01	25.12,28
Jaffna_2019_02	27.0,92
Jaffna_2019_03	28.41,31
Jaffna_2019_04	29.54,94
Jaffna_2019_05	29.97,26
Jaffna_2019_06	29.68,48
Jaffna_2019_07	28.89,85
Jaffna_2019_08	28.34,155
Jaffna_2019_09	27.89,205
Jaffna_2019_10	27.03,413
Jaffna_2019_11	27.03,344
Jaffna_2019_12	26.0,326
Jaffna_2020_01	26.02,77
Jaffna_2020_02	26.78,42
Jaffna_2020_03	27.97,15
Jaffna_2020_04	29.56,135
Jaffna_2020_05	29.87,136
Jaffna_2020_06	29.42,94
Jaffna_2020_07	28.49,139
Jaffna_2020_08	28.22,94
Jaffna_2020_09	27.95,198
Jaffna_2020_10	28.07,162
Jaffna_2020_11	26.85,398
Jaffna_2020_12	25.46,367
Jaffna_2021_01	25.49,301
Jaffna_2021_02	25.54,87
Jaffna_2021_03	27.79,65
Jaffna_2021_04	28.95,188
Jaffna_2021_05	29.01,242
Jaffna_2021_06	28.86,111
Jaffna_2021_07	28.63,112
Jaffna_2021_08	28.28,130
Jaffna_2021_09	28.22,162
Jaffna_2021_10	27.21,401
Jaffna_2021_11	26.09,480
Jaffna_2021_12	25.87,198
Jaffna_2022_01	25.79,131
Jaffna_2022_02	25.9,93
Jaffna_2022_03	27.71,71
Jaffna_2022_04	28.32,234
Jaffna_2022_05	29.16,117
Jaffna_2022_06	28.57,89
Jaffna_2022_07	28.57,89
Jaffna_2022_08	27.79,186
Jaffna_2022_09	27.53,131
Jaffna_2022_10	27.01,311
Jaffna_2022_11	26.04,244
Jaffna_2022_12	25.73,232
Jaffna_2023_01	25.06,94
Jaffna_2023_02	25.52,103
Jaffna_2023_03	27.81,119
Jaffna_2023_04	29.24,129
Jaffna_2023_05	29.18,134
Jaffna_2023_06	29.47,99
Jaffna_2023_07	28.97,110
Jaffna_2023_08	28.97,25
Jaffna_2023_09	28.63,171
Jaffna_2023_10	28.02,266
Jaffna_2023_11	26.24,450
Jaffna_2023_12	26.25,379
Jaffna_2024_01	26.27,125
Jaffna_2024_02	27.83,38
Jaffna_2024_03	28.81,20
Jaffna_2024_04	30.52,98
Jaffna_2024_05	29.75,260
Jaffna_2024_06	28.84,90
Kalutara_2010_01	26.11,73
Kalutara_2010_02	26.85,86
Kalutara_2010_03	27.76,130
Kalutara_2010_04	27.33,295
Kalutara_2010_05	27.04,481
Kalutara_2010_06	26.54,549
Kalutara_2010_07	26.2,433
Kalutara_2010_08	26.05,396
Kalutara_2010_09	25.85,448
Kalutara_2010_10	26.1,405
Kalutara_2010_11	25.55,420
Kalutara_2010_12	24.98,379
Kalutara_2011_01	24.82,199
Kalutara_2011_02	25.6,154
Kalutara_2011_03	26.5,166
Kalutara_2011_04	26.35,362
Kalutara_2011_05	26.71,464
Kalutara_2011_06	26.76,429
Kalutara_2011_07	26.11,487
Kalutara_2011_08	26.11,512
Kalutara_2011_09	26.3,403
Kalutara_2011_10	26.16,350
Kalutara_2011_11	25.92,292
Kalutara_2011_12	25.62,208
Kalutara_2012_01	25.74,69
Kalutara_2012_02	26.24,116
Kalutara_2012_03	26.72,186
Kalutara_2012_04	26.65,314
Kalutara_2012_05	27.2,306
Kalutara_2012_06	26.42,463
Kalutara_2012_07	26.42,387
Kalutara_2012_08	26.14,492
Kalutara_2012_09	26.19,431
Kalutara_2012_10	26.0,391
Kalutara_2012_11	25.97,277
Kalutara_2012_12	25.7,222
Kalutara_2013_01	26.04,113
Kalutara_2013_02	26.41,130
Kalutara_2013_03	26.78,223
Kalutara_2013_04	27.58,236
Kalutara_2013_05	26.86,487
Kalutara_2013_06	25.87,575
Kalutara_2013_07	25.99,416
Kalutara_2013_08	26.08,348
Kalutara_2013_09	25.91,469
Kalutara_2013_10	25.99,427
Kalutara_2013_11	25.92,221
Kalutara_2013_12	25.72,167
Kalutara_2014_01	26.28,74
Kalutara_2014_02	27.09,49
Kalutara_2014_03	28.06,94
Kalutara_2014_04	27.13,278
Kalutara_2014_05	27.05,398
Kalutara_2014_06	26.98,418
Kalutara_2014_07	26.57,426
Kalutara_2014_08	25.96,476
Kalutara_2014_09	26.0,468
Kalutara_2014_10	25.78,461
Kalutara_2014_11	25.66,347
Kalutara_2014_12	25.35,340
Kalutara_2015_01	26.18,71
Kalutara_2015_02	26.25,100
Kalutara_2015_03	27.08,146
Kalutara_2015_04	27.03,271
Kalutara_2015_05	27.06,488
Kalutara_2015_06	26.87,439
Kalutara_2015_07	26.69,410
Kalutara_2015_08	26.51,415
Kalutara_2015_09	26.14,513
Kalutara_2015_10	26.12,468
Kalutara_2015_11	26.0,405
Kalutara_2015_12	26.22,283
Kalutara_2016_01	26.87,68
Kalutara_2016_02	27.44,75
Kalutara_2016_03	28.42,120
Kalutara_2016_04	28.55,192
Kalutara_2016_05	27.1,498
Kalutara_2016_06	26.84,417
Kalutara_2016_07	26.46,390
Kalutara_2016_08	26.52,420
Kalutara_2016_09	26.24,428
Kalutara_2016_10	26.39,335
Kalutara_2016_11	25.87,326
Kalutara_2016_12	26.08,119
Kalutara_2017_01	25.6,140
Kalutara_2017_02	25.91,79
Kalutara_2017_03	26.61,180
Kalutara_2017_04	27.64,337
Kalutara_2017_05	27.3,495
Kalutara_2017_06	26.92,528
Kalutara_2017_07	27.33,498
Kalutara_2017_08	26.81,534
Kalutara_2017_09	26.52,492
Kalutara_2017_10	26.38,533
Kalutara_2017_11	25.7,366
Kalutara_2017_12	25.7,163
Kalutara_2018_01	25.86,68
Kalutara_2018_02	26.37,124
Kalutara_2018_03	26.67,215
Kalutara_2018_04	26.83,221
Kalutara_2018_05	26.58,514
Kalutara_2018_06	26.79,604
Kalutara_2018_07	26.62,438
Kalutara_2018_08	26.33,391
Kalutara_2018_09	26.67,350
Kalutara_2018_10	25.77,464
Kalutara_2018_11	25.74,354
Kalutara_2018_12	25.73,179
Kalutara_2019_01	25.81,86
Kalutara_2019_02	26.62,188
Kalutara_2019_03	27.22,152
Kalutara_2019_04	27.92,258
Kalutara_2019_05	27.73,522
Kalutara_2019_06	27.75,547
Kalutara_2019_07	27.19,421
Kalutara_2019_08	26.52,593
Kalutara_2019_09	26.17,562
Kalutara_2019_10	25.56,456
Kalutara_2019_11	25.86,352
Kalutara_2019_12	25.94,264
Kalutara_2020_01	26.57,137
Kalutara_2020_02	27.23,115
Kalutara_2020_03	27.74,144
Kalutara_2020_04	27.56,266
Kalutara_2020_05	27.58,532
Kalutara_2020_06	27.42,455
Kalutara_2020_07	26.85,487
Kalutara_2020_08	26.89,417
Kalutara_2020_09	26.25,579
Kalutara_2020_10	26.88,433
Kalutara_2020_11	26.21,307
Kalutara_2020_12	25.79,263
Kalutara_2021_01	25.41,270
Kalutara_2021_02	26.38,100
Kalutara_2021_03	26.4,221
Kalutara_2021_04	27.17,332
Kalutara_2021_05	27.23,489
Kalutara_2021_06	26.98,515
Kalutara_2021_07	26.89,515
Kalutara_2021_08	26.47,536
Kalutara_2021_09	26.68,564
Kalutara_2021_10	26.36,494
Kalutara_2021_11	25.49,513
Kalutara_2021_12	25.7,176
Kalutara_2022_01	25.69,117
Kalutara_2022_02	26.14,116
Kalutara_2022_03	26.79,209
Kalutara_2022_04	26.54,338
Kalutara_2022_05	26.74,617
Kalutara_2022_06	26.57,514
Kalutara_2022_07	26.64,343
Kalutara_2022_08	26.24,485
Kalutara_2022_09	26.31,424
Kalutara_2022_10	25.77,532
Kalutara_2022_11	25.4,265
Kalutara_2022_12	25.29,240
Kalutara_2023_01	25.0,111
Kalutara_2023_02	25.6,155
Kalutara_2023_03	26.28,211
Kalutara_2023_04	26.98,213
Kalutara_2023_05	27.14,502
Kalutara_2023_06	26.9,606
Kalutara_2023_07	26.85,437
Kalutara_2023_08	27.09,427
Kalutara_2023_09	25.94,576
Kalutara_2023_10	25.58,506
Kalutara_2023_11	25.6,399
Kalutara_2023_12	25.84,325
Kalutara_2024_01	26.06,198
Kalutara_2024_02	27.43,99
Kalutara_2024_03	28.0,103
Kalutara_2024_04	27.89,224
Kalutara_2024_05	27.56,481
Kalutara_2024_06	26.93,146
Kandy_2010_01	22.37,96
Kandy_2010_02	23.62,56
Kandy_2010_03	25.64,105
Kandy_2010_04	25.04,259
Kandy_2010_05	24.55,271
Kandy_2010_06	23.95,329
Kandy_2010_07	23.53,319
Kandy_2010_08	23.08,363
Kandy_2010_09	23.09,275
Kandy_2010_10	22.85,313
Kandy_2010_11	22.64,394
Kandy_2010_12	21.81,406
Kandy_2011_01	21.39,310
Kandy_2011_02	22.3,204
Kandy_2011_03	23.88,136
Kandy_2011_04	24.12,243
Kandy_2011_05	24.35,216
Kandy_2011_06	24.23,205
Kandy_2011_07	23.68,242
Kandy_2011_08	23.74,249
Kandy_2011_09	23.73,195
Kandy_2011_10	23.8,280
Kandy_2011_11	23.04,214
Kandy_2011_12	22.28,244
Kandy_2012_01	22.16,40
Kandy_2012_02	22.75,123
Kandy_2012_03	24.82,117
Kandy_2012_04	24.16,205
Kandy_2012_05	24.72,89
Kandy_2012_06	24.36,240
Kandy_2012_07	24.05,246
Kandy_2012_08	24.18,197
Kandy_2012_09	24.33,173
Kandy_2012_10	23.81,375
Kandy_2012_11	23.06,273
Kandy_2012_12	22.41,229
Kandy_2013_01	21.74,139
Kandy_2013_02	22.75,155
Kandy_2013_03	23.9,189
Kandy_2013_04	24.93,179
Kandy_2013_05	24.31,230
Kandy_2013_06	22.87,495
Kandy_2013_07	22.95,344
Kandy_2013_08	23.12,258
Kandy_2013_09	22.92,246
Kandy_2013_10	23.18,239
Kandy_2013_11	22.95,195
Kandy_2013_12	21.92,195
Kandy_2014_01	21.93,129
Kandy_2014_02	22.79,27
Kandy_2014_03	24.7,53
Kandy_2014_04	25.21,228
Kandy_2014_05	24.33,199
Kandy_2014_06	24.04,342
Kandy_2014_07	23.59,372
Kandy_2014_08	23.35,276
Kandy_2014_09	23.59,255
Kandy_2014_10	23.23,357
Kandy_2014_11	22.59,306
Kandy_2014_12	22.29,404
Kandy_2015_01	22.5,53
Kandy_2015_02	22.6,111
Kandy_2015_03	23.97,125
Kandy_2015_04	24.28,262
Kandy_2015_05	24.43,169
Kandy_2015_06	24.32,206
Kandy_2015_07	23.72,272
Kandy_2015_08	23.9,253
Kandy_2015_09	23.87,222
Kandy_2015_10	23.56,390
Kandy_2015_11	23.1,334
Kandy_2015_12	23.05,271
Kandy_2016_01	22.99,51
Kandy_2016_02	24.21,62
Kandy_2016_03	26.39,82
Kandy_2016_04	26.63,156
Kandy_2016_05	24.53,379
Kandy_2016_06	23.85,314
Kandy_2016_07	23.66,258
Kandy_2016_08	23.55,273
Kandy_2016_09	23.66,189
Kandy_2016_10	24.06,138
Kandy_2016_11	23.06,232
Kandy_2016_12	22.72,91
Kandy_2017_01	23.43,104
Kandy_2017_02	23.88,60
Kandy_2017_03	24.82,129
Kandy_2017_04	25.67,109
Kandy_2017_05	25.04,318
Kandy_2017_06	24.36,262
Kandy_2017_07	24.87,295
Kandy_2017_08	24.01,329
Kandy_2017_09	23.8,253
Kandy_2017_10	23.93,276
Kandy_2017_11	23.07,282
Kandy_2017_12	23.19,124
Kandy_2018_01	23.56,46
Kandy_2018_02	24.54,67
Kandy_2018_03	24.82,125
Kandy_2018_04	25.45,148
Kandy_2018_05	24.3,281
Kandy_2018_06	23.77,398
Kandy_2018_07	23.49,379
Kandy_2018_08	23.13,390
Kandy_2018_09	23.7,210
Kandy_2018_10	23.17,390
Kandy_2018_11	23.16,290
Kandy_2018_12	22.86,163
Kandy_2019_01	22.81,61
Kandy_2019_02	23.71,138
Kandy_2019_03	25.18,75
Kandy_2019_04	26.1,197
Kandy_2019_05	25.94,123
Kandy_2019_06	25.4,253
Kandy_2019_07	24.7,216
Kandy_2019_08	23.76,355
Kandy_2019_09	23.88,259
Kandy_2019_10	23.15,386
Kandy_2019_11	23.61,228
Kandy_2019_12	23.39,207
Kandy_2020_01	23.83,43
Kandy_2020_02	24.67,66
Kandy_2020_03	26.38,51
Kandy_2020_04	25.83,178
Kandy_2020_05	25.12,312
Kandy_2020_06	24.72,282
Kandy_2020_07	24.28,258
Kandy_2020_08	23.89,265
Kandy_2020_09	23.39,376
Kandy_2020_10	23.48,299
Kandy_2020_11	23.79,309
Kandy_2020_12	23.03,316
Kandy_2021_01	23.02,223
Kandy_2021_02	23.79,68
Kandy_2021_03	24.57,112
Kandy_2021_04	24.76,179
Kandy_2021_05	24.35,350
Kandy_2021_06	23.72,308
Kandy_2021_07	23.95,326
Kandy_2021_08	23.56,342
Kandy_2021_09	23.74,307
Kandy_2021_10	23.39,313
Kandy_2021_11	22.63,392
Kandy_2021_12	23.2,134
Kandy_2022_01	23.49,98
Kandy_2022_02	24.09,92
Kandy_2022_03	24.92,135
Kandy_2022_04	23.94,221
Kandy_2022_05	24.17,351
Kandy_2022_06	23.94,244
Kandy_2022_07	23.79,287
Kandy_2022_08	23.33,352
Kandy_2022_09	23.37,221
Kandy_2022_10	22.78,362
Kandy_2022_11	22.6,239
Kandy_2022_12	22.33,239
Kandy_2023_01	22.3,101
Kandy_2023_02	23.21,102
Kandy_2023_03	24.63,106
Kandy_2023_04	25.4,127
Kandy_2023_05	24.66,230
Kandy_2023_06	25.06,230
Kandy_2023_07	24.25,260
Kandy_2023_08	25.35,109
Kandy_2023_09	23.76,275
Kandy_2023_10	23.41,328
Kandy_2023_11	23.37,337
Kandy_2023_12	23.63,307
Kandy_2024_01	23.51,181
Kandy_2024_02	24.84,50
Kandy_2024_03	26.04,61
Kandy_2024_04	26.99,134
Kandy_2024_05	25.37,370
Kandy_2024_06	24.62,61
Kegalle_2010_01	24.36,57
Kegalle_2010_02	26.29,36
Kegalle_2010_03	27.57,76
Kegalle_2010_04	26.01,214
Kegalle_2010_05	25.51,327
Kegalle_2010_06	24.83,408
Kegalle_2010_07	24.51,389
Kegalle_2010_08	24.27,403
Kegalle_2010_09	24.13,369
Kegalle_2010_10	24.04,402
Kegalle_2010_11	23.74,402
Kegalle_2010_12	23.05,370
Kegalle_2011_01	23.02,231
Kegalle_2011_02	23.95,161
Kegalle_2011_03	25.55,116
Kegalle_2011_04	25.12,257
Kegalle_2011_05	25.2,291
Kegalle_2011_06	24.93,346
Kegalle_2011_07	24.41,453
Kegalle_2011_08	24.3,399
Kegalle_2011_09	24.54,339
Kegalle_2011_10	24.58,319
Kegalle_2011_11	24.34,195
Kegalle_2011_12	23.85,173
Kegalle_2012_01	24.19,21
Kegalle_2012_02	24.96,89
Kegalle_2012_03	26.02,106
Kegalle_2012_04	25.35,200
Kegalle_2012_05	25.95,175
Kegalle_2012_06	24.81,437
Kegalle_2012_07	24.72,387
Kegalle_2012_08	24.54,382
Kegalle_2012_09	24.8,302
Kegalle_2012_10	24.51,354
Kegalle_2012_11	24.28,209
Kegalle_2012_12	24.05,179
Kegalle_2013_01	23.77,104
Kegalle_2013_02	24.79,100
Kegalle_2013_03	25.53,171
Kegalle_2013_04	26.1,173
Kegalle_2013_05	25.27,344
Kegalle_2013_06	23.86,554
Kegalle_2013_07	24.07,432
Kegalle_2013_08	24.32,332
Kegalle_2013_09	24.0,411
Kegalle_2013_10	24.21,386
Kegalle_2013_11	24.3,138
Kegalle_2013_12	23.64,166
Kegalle_2014_01	23.98,91
Kegalle_2014_02	25.71,14
Kegalle_2014_03	27.57,29
Kegalle_2014_04	25.7,217
Kegalle_2014_05	25.43,269
Kegalle_2014_06	25.1,414
Kegalle_2014_07	24.63,456
Kegalle_2014_08	24.27,389
Kegalle_2014_09	24.3,374
Kegalle_2014_10	24.12,371
Kegalle_2014_11	23.82,292
Kegalle_2014_12	23.56,364
Kegalle_2015_01	24.66,28
Kegalle_2015_02	25.08,57
Kegalle_2015_03	26.11,94
Kegalle_2015_04	25.43,231
Kegalle_2015_05	25.45,268
Kegalle_2015_06	25.08,344
Kegalle_2015_07	24.79,381
Kegalle_2015_08	24.82,353
Kegalle_2015_09	24.59,341
Kegalle_2015_10	24.43,400
Kegalle_2015_11	24.25,316
Kegalle_2015_12	24.61,228
Kegalle_2016_01	25.53,17
Kegalle_2016_02	26.93,33
Kegalle_2016_03	28.29,59
Kegalle_2016_04	27.66,117
Kegalle_2016_05	25.35,451
Kegalle_2016_06	24.87,429
Kegalle_2016_07	24.72,340
Kegalle_2016_08	24.65,351
Kegalle_2016_09	24.49,336
Kegalle_2016_10	24.78,246
Kegalle_2016_11	24.35,221
Kegalle_2016_12	24.37,76
Kegalle_2017_01	25.51,95
Kegalle_2017_02	26.03,40
Kegalle_2017_03	26.35,149
Kegalle_2017_04	27.21,190
Kegalle_2017_05	26.4,337
Kegalle_2017_06	25.52,406
Kegalle_2017_07	25.91,382
Kegalle_2017_08	25.2,469
Kegalle_2017_09	25.11,370
Kegalle_2017_10	25.01,387
Kegalle_2017_11	24.68,330
Kegalle_2017_12	24.88,123
Kegalle_2018_01	25.28,40
Kegalle_2018_02	26.7,59
Kegalle_2018_03	27.05,132
Kegalle_2018_04	26.37,149
Kegalle_2018_05	25.59,353
Kegalle_2018_06	25.04,581
Kegalle_2018_07	25.27,487
Kegalle_2018_08	25.05,465
Kegalle_2018_09	25.58,265
Kegalle_2018_10	24.72,432
Kegalle_2018_11	24.83,300
Kegalle_2018_12	24.87,127
Kegalle_2019_01	25.9,51
Kegalle_2019_02	26.05,148
Kegalle_2019_03	27.38,99
Kegalle_2019_04	27.46,223
Kegalle_2019_05	26.91,255
Kegalle_2019_06	26.33,463
Kegalle_2019_07	26.06,351
Kegalle_2019_08	25.04,544
Kegalle_2019_09	25.09,435
Kegalle_2019_10	24.58,414
Kegalle_2019_11	25.26,254
Kegalle_2019_12	25.26,186
Kegalle_2020_01	26.42,61
Kegalle_2020_02	27.96,43
Kegalle_2020_03	28.3,131
Kegalle_2020_04	27.11,195
Kegalle_2020_05	26.57,372
Kegalle_2020_06	26.11,417
Kegalle_2020_07	25.64,402
Kegalle_2020_08	25.77,369
Kegalle_2020_09	24.76,530
Kegalle_2020_10	25.36,448
Kegalle_2020_11	25.21,281
Kegalle_2020_12	24.62,288
Kegalle_2021_01	24.58,224
Kegalle_2021_02	26.36,54
Kegalle_2021_03	26.7,136
Kegalle_2021_04	26.5,234
Kegalle_2021_05	25.82,444
Kegalle_2021_06	25.43,496
Kegalle_2021_07	25.57,466
Kegalle_2021_08	25.07,518
Kegalle_2021_09	25.25,489
Kegalle_2021_10	24.92,422
Kegalle_2021_11	24.15,459
Kegalle_2021_12	25.27,113
Kegalle_2022_01	25.71,97
Kegalle_2022_02	26.04,89
Kegalle_2022_03	26.69,130
Kegalle_2022_04	25.76,248
Kegalle_2022_05	25.5,476
Kegalle_2022_06	25.35,372
Kegalle_2022_07	25.51,314
Kegalle_2022_08	24.99,437
Kegalle_2022_09	25.22,323
Kegalle_2022_10	24.38,425
Kegalle_2022_11	24.4,231
Kegalle_2022_12	24.15,232
Kegalle_2023_01	24.19,115
Kegalle_2023_02	25.1,108
Kegalle_2023_03	26.4,129
Kegalle_2023_04	26.78,145
Kegalle_2023_05	26.42,304
Kegalle_2023_06	26.12,348
Kegalle_2023_07	25.89,350
Kegalle_2023_08	26.95,212
Kegalle_2023_09	24.95,437
Kegalle_2023_10	24.83,351
Kegalle_2023_11	24.74,346
Kegalle_2023_12	25.24,279
Kegalle_2024_01	25.21,172
Kegalle_2024_02	27.19,40
Kegalle_2024_03	28.29,71
Kegalle_2024_04	28.12,132
Kegalle_2024_05	26.66,424
Kegalle_2024_06	26.24,89
Kilinochchi[1]_2010_01	25.46,104
Kilinochchi[1]_2010_02	26.29,4
Kilinochchi[1]_2010_03	28.29,17
Kilinochchi[1]_2010_04	29.78,68
Kilinochchi[1]_2010_05	29.63,54
Kilinochchi[1]_2010_06	29.73,37
Kilinochchi[1]_2010_07	29.19,35
Kilinochchi[1]_2010_08	28.66,108
Kilinochchi[1]_2010_09	27.76,129
Kilinochchi[1]_2010_10	27.46,153
Kilinochchi[1]_2010_11	25.96,390
Kilinochchi[1]_2010_12	24.91,384
Kilinochchi[1]_2011_01	24.58,367
Kilinochchi[1]_2011_02	25.24,197
Kilinochchi[1]_2011_03	27.15,71
Kilinochchi[1]_2011_04	27.92,179
Kilinochchi[1]_2011_05	29.23,8
Kilinochchi[1]_2011_06	29.7,12
Kilinochchi[1]_2011_07	28.9,73
Kilinochchi[1]_2011_08	28.64,79
Kilinochchi[1]_2011_09	29.02,35
Kilinochchi[1]_2011_10	27.48,326
Kilinochchi[1]_2011_11	25.79,409
Kilinochchi[1]_2011_12	25.36,235
Kilinochchi[1]_2012_01	24.9,99
Kilinochchi[1]_2012_02	26.13,54
Kilinochchi[1]_2012_03	27.92,39
Kilinochchi[1]_2012_04	28.9,81
Kilinochchi[1]_2012_05	29.98,4
Kilinochchi[1]_2012_06	29.64,4
Kilinochchi[1]_2012_07	29.49,22
Kilinochchi[1]_2012_08	29.0,38
Kilinochchi[1]_2012_09	29.28,44
Kilinochchi[1]_2012_10	26.94,361
Kilinochchi[1]_2012_11	26.1,193
Kilinochchi[1]_2012_12	25.57,287
Kilinochchi[1]_2013_01	25.35,103
Kilinochchi[1]_2013_02	25.88,130
Kilinochchi[1]_2013_03	27.24,120
Kilinochchi[1]_2013_04	29.66,55
Kilinochchi[1]_2013_05	29.92,28
Kilinochchi[1]_2013_06	29.03,36
Kilinochchi[1]_2013_07	28.68,45
Kilinochchi[1]_2013_08	28.49,81
Kilinochchi[1]_2013_09	28.21,95
Kilinochchi[1]_2013_10	28.37,99
Kilinochchi[1]_2013_11	26.15,326
Kilinochchi[1]_2013_12	25.19,220
Kilinochchi[1]_2014_01	24.66,256
Kilinochchi[1]_2014_02	25.68,76
Kilinochchi[1]_2014_03	27.62,36
Kilinochchi[1]_2014_04	29.27,35
Kilinochchi[1]_2014_05	28.89,108
Kilinochchi[1]_2014_06	30.38,10
Kilinochchi[1]_2014_07	29.83,17
Kilinochchi[1]_2014_08	28.67,94
Kilinochchi[1]_2014_09	28.93,86
Kilinochchi[1]_2014_10	26.93,320
Kilinochchi[1]_2014_11	25.69,436
Kilinochchi[1]_2014_12	25.01,503
Kilinochchi[1]_2015_01	25.26,100
Kilinochchi[1]_2015_02	25.51,163
Kilinochchi[1]_2015_03	27.34,86
Kilinochchi[1]_2015_04	28.32,108
Kilinochchi[1]_2015_05	28.49,115
Kilinochchi[1]_2015_06	29.27,39
Kilinochchi[1]_2015_07	29.36,50
Kilinochchi[1]_2015_08	29.16,50
Kilinochchi[1]_2015_09	28.57,100
Kilinochchi[1]_2015_10	27.21,290
Kilinochchi[1]_2015_11	26.06,449
Kilinochchi[1]_2015_12	25.96,373
Kilinochchi[1]_2016_01	25.84,104
Kilinochchi[1]_2016_02	26.82,92
Kilinochchi[1]_2016_03	28.38,46
Kilinochchi[1]_2016_04	30.45,24
Kilinochchi[1]_2016_05	29.28,125
Kilinochchi[1]_2016_06	29.15,43
Kilinochchi[1]_2016_07	29.16,63
Kilinochchi[1]_2016_08	29.33,39
Kilinochchi[1]_2016_09	29.09,11
Kilinochchi[1]_2016_10	28.57,65
Kilinochchi[1]_2016_11	26.27,314
Kilinochchi[1]_2016_12	25.44,203
Kilinochchi[1]_2017_01	25.09,204
Kilinochchi[1]_2017_02	25.05,69
Kilinochchi[1]_2017_03	26.94,142
Kilinochchi[1]_2017_04	30.1,22
Kilinochchi[1]_2017_05	30.09,57
Kilinochchi[1]_2017_06	30.01,41
Kilinochchi[1]_2017_07	30.39,50
Kilinochchi[1]_2017_08	29.23,113
Kilinochchi[1]_2017_09	28.38,113
Kilinochchi[1]_2017_10	27.94,217
Kilinochchi[1]_2017_11	26.03,387
Kilinochchi[1]_2017_12	25.56,217
Kilinochchi[1]_2018_01	24.88,70
Kilinochchi[1]_2018_02	25.7,75
Kilinochchi[1]_2018_03	27.45,84
Kilinochchi[1]_2018_04	29.08,98
Kilinochchi[1]_2018_05	28.75,121
Kilinochchi[1]_2018_06	29.45,41
Kilinochchi[1]_2018_07	29.62,35
Kilinochchi[1]_2018_08	29.23,41
Kilinochchi[1]_2018_09	28.61,115
Kilinochchi[1]_2018_10	26.4,427
Kilinochchi[1]_2018_11	25.81,371
Kilinochchi[1]_2018_12	25.62,264
Kilinochchi[1]_2019_01	25.15,49
Kilinochchi[1]_2019_02	26.57,128
Kilinochchi[1]_2019_03	28.0,29
Kilinochchi[1]_2019_04	29.37,66
Kilinochchi[1]_2019_05	30.76,25
Kilinochchi[1]_2019_06	30.62,24
Kilinochchi[1]_2019_07	29.87,40
Kilinochchi[1]_2019_08	29.03,97
Kilinochchi[1]_2019_09	28.69,131
Kilinochchi[1]_2019_10	26.59,362
Kilinochchi[1]_2019_11	26.76,330
Kilinochchi[1]_2019_12	25.85,397
Kilinochchi[1]_2020_01	25.85,133
Kilinochchi[1]_2020_02	26.35,71
Kilinochchi[1]_2020_03	27.26,27
Kilinochchi[1]_2020_04	29.17,118
Kilinochchi[1]_2020_05	29.81,101
Kilinochchi[1]_2020_06	29.94,72
Kilinochchi[1]_2020_07	29.0,119
Kilinochchi[1]_2020_08	29.39,53
Kilinochchi[1]_2020_09	28.63,122
Kilinochchi[1]_2020_10	29.03,90
Kilinochchi[1]_2020_11	26.69,400
Kilinochchi[1]_2020_12	25.35,410
Kilinochchi[1]_2021_01	25.33,344
Kilinochchi[1]_2021_02	25.26,122
Kilinochchi[1]_2021_03	27.2,83
Kilinochchi[1]_2021_04	28.58,120
Kilinochchi[1]_2021_05	28.79,128
Kilinochchi[1]_2021_06	29.24,74
Kilinochchi[1]_2021_07	29.45,57
Kilinochchi[1]_2021_08	29.03,73
Kilinochchi[1]_2021_09	29.08,119
Kilinochchi[1]_2021_10	26.99,313
Kilinochchi[1]_2021_11	25.7,430
Kilinochchi[1]_2021_12	25.75,202
Kilinochchi[1]_2022_01	25.35,162
Kilinochchi[1]_2022_02	25.46,114
Kilinochchi[1]_2022_03	27.28,68
Kilinochchi[1]_2022_04	27.55,192
Kilinochchi[1]_2022_05	29.3,59
Kilinochchi[1]_2022_06	29.28,63
Kilinochchi[1]_2022_07	29.11,63
Kilinochchi[1]_2022_08	28.4,131
Kilinochchi[1]_2022_09	28.24,64
Kilinochchi[1]_2022_10	26.81,263
Kilinochchi[1]_2022_11	25.78,248
Kilinochchi[1]_2022_12	25.4,302
Kilinochchi[1]_2023_01	24.81,143
Kilinochchi[1]_2023_02	25.19,136
Kilinochchi[1]_2023_03	27.21,91
Kilinochchi[1]_2023_04	28.76,92
Kilinochchi[1]_2023_05	28.9,107
Kilinochchi[1]_2023_06	30.06,58
Kilinochchi[1]_2023_07	30.05,49
Kilinochchi[1]_2023_08	30.18,33
Kilinochchi[1]_2023_09	29.32,115
Kilinochchi[1]_2023_10	27.49,201
Kilinochchi[1]_2023_11	25.96,454
Kilinochchi[1]_2023_12	25.92,433
Kilinochchi[1]_2024_01	25.89,143
Kilinochchi[1]_2024_02	27.29,43
Kilinochchi[1]_2024_03	28.15,31
Kilinochchi[1]_2024_04	30.58,84
Kilinochchi[1]_2024_05	29.49,207
